temp,k,epsilon_repulsive,batch,Rg,Re,PE,valid
0.64,1.0,0.48,1,2.436065531808873,5.310774003772665,3.470841922510296,True
0.64,1.0,0.48,2,4.3337183462745115,11.138764161349238,11.229119250884137,True
0.64,1.0,0.86,0,6.920635163675547,19.16861772208377,15.555342024047318,True
0.64,1.0,0.86,1,5.814830797625881,13.733168669589896,12.36491425080053,True
0.64,1.0,0.86,2,3.987171643400178,10.634628964890297,10.593404266748196,True
0.64,1.0,1.24,0,2.7814081969556423,5.736253736824731,7.066290067850953,True
0.64,1.0,1.24,1,2.1362031255674414,6.0468485354988335,2.744712068442555,True
0.64,1.0,1.24,2,4.291396884065158,8.807504418094588,10.868598560591861,True
0.64,1.0,1.62,0,4.6031483729318445,7.189871250364607,11.942131324709479,True
0.64,1.0,1.62,1,3.3236287665168613,4.160984417520681,6.539177675695105,True
0.64,1.0,1.62,2,5.564823319950673,13.264636105653183,12.413317271622404,True
0.64,1.0,2.0,0,4.048080435648054,8.253077279099788,9.752653899018458,True
0.64,1.0,2.0,1,2.1752437468018373,4.37603460797734,4.142968476865397,True
0.64,1.0,2.0,2,5.034459461146212,11.577658852348359,10.756749293102414,True
0.64,20.8,0.1,0,2.2667876549890438,7.172080594215293,3.7480884336770566,True
0.64,20.8,0.1,1,1.6820354100774244,3.1814542333917615,-0.15711813167938019,True
0.64,20.8,0.1,2,1.9804603166990924,2.7510380863596153,1.150707054158988,True
0.64,20.8,0.48,0,3.376655254822619,9.01282560599227,6.609068895867363,True
0.64,20.8,0.48,1,1.6997266355062788,2.488133858004164,-1.4005560799001104,True
0.64,20.8,0.48,2,1.6657397717019797,4.78202156595441,-1.8573914949614252,True
0.64,20.8,0.86,0,2.1525230118980927,5.0262582996449785,1.1763601140804587,True
0.64,20.8,0.86,1,1.8042060101255664,3.088505636348298,0.06706351259257225,True
0.64,20.8,0.86,2,1.9163836963219743,2.8071314576330515,-1.9205258694782983,True
0.64,20.8,1.24,0,2.057274992608873,5.250768716339202,2.346929018426486,True
0.64,20.8,1.24,1,1.5821005913380533,3.1897091234285564,-3.908164566245654,True
0.64,20.8,1.24,2,1.8077315265190963,3.694082863756805,-0.1448598922063396,True
0.64,20.8,1.62,0,2.964800091907745,7.474746728152882,3.2239201981770624,True
0.64,20.8,1.62,1,2.089367568339134,6.044545709238557,-0.2704296736566362,True
0.64,20.8,1.62,2,1.7994564414185052,3.7381402809936337,-1.3633789202420254,True
0.64,20.8,2.0,0,1.8107631186851838,2.1146989055597882,0.1459221631359029,True
0.64,20.8,2.0,1,1.7699323565923788,3.135676866308259,-3.19706667858806,True
0.64,20.8,2.0,2,1.9336103941827496,3.571354881582837,0.5577778264829211,True
0.64,40.6,0.1,0,2.4937933335584934,6.688668897918846,3.2709603711520687,True
0.64,40.6,0.1,1,1.7253718790126518,1.9033823178419402,0.13985721082644972,True
0.64,40.6,0.1,2,1.643740829806819,2.6874918446671874,-0.2617339454868336,True
0.64,40.6,0.48,0,1.787627586065521,1.8038464503365095,-1.144350720793869,True
0.64,40.6,0.48,1,2.5148356743862013,7.027083869543445,5.1809272456291895,True
0.64,40.6,0.48,2,1.8666415747008116,3.188408440091511,-1.2097318914823467,True
0.64,40.6,0.86,0,1.7614640887308548,3.251805144904801,-1.003481741169753,True
0.64,40.6,0.86,1,1.7652376329338852,3.1497636422671627,-2.425694666960996,True
0.64,40.6,0.86,2,2.463147072630787,6.118318434433418,3.936510269865172,True
0.64,40.6,1.24,0,2.065814987212532,6.020818659467349,-0.7835590307713196,True
0.64,40.6,1.24,1,1.8606482267122044,2.918453723390731,0.5803852041301579,True
0.64,40.6,1.24,2,1.6767441589091938,2.1216027371580495,-2.5534209480091006,True
0.64,40.6,1.62,0,2.353555732324773,3.328738799350829,1.8506908058593177,True
0.64,40.6,1.62,1,1.8206185837764786,3.300861439879244,-0.23736979206820716,True
0.64,40.6,1.62,2,2.6268406601099006,6.687154558902038,3.4322015294562864,True
0.64,40.6,2.0,0,1.5628603213085244,2.685322219280193,-4.4453290319404175,True
0.64,40.6,2.0,1,1.7057854406669763,2.9807427690220747,-1.5734291762061696,True
0.64,40.6,2.0,2,2.1288710864411056,5.137888807728769,-0.6773638441730084,True
0.64,60.4,0.1,0,1.595813309041852,3.430854077144584,-2.402430942459319,True
0.64,60.4,0.1,1,1.5102808915088992,2.6469261976977148,-2.5985683827547352,True
0.64,60.4,0.1,2,2.028621374355869,4.753780201637195,2.7804198545232777,True
0.64,60.4,0.48,0,1.8239777278469653,3.640219448604666,-1.7574204075759257,True
0.64,60.4,0.48,1,1.7551773790243264,4.6699700701998585,-2.4258483618539723,True
0.64,60.4,0.48,2,1.7836865114174412,4.0660677061280985,-1.4133836650434413,True
0.64,60.4,0.86,0,1.6193493029541108,3.373559310217903,-1.678659888884121,True
0.64,60.4,0.86,1,1.556429522572726,3.261556336810649,-4.751192135721954,True
0.64,60.4,0.86,2,1.6454468630239998,2.7617344588023838,-4.149065708568717,True
0.64,60.4,1.24,0,1.8691843684471356,3.5062266203288233,1.4357486025961728,True
0.64,60.4,1.24,1,2.5598192913806286,5.342049323879641,3.2179420280475957,True
0.64,60.4,1.24,2,1.5724575590098977,2.2214619810232197,-2.53489756725445,True
0.64,60.4,1.62,0,2.416576956482309,5.605468405868748,1.7845131708318251,True
0.64,60.4,1.62,1,1.9376135396568128,2.4760581912520174,-0.15715766374548268,True
0.64,60.4,1.62,2,1.6593155797150516,3.535715538811769,-3.3407316291820464,True
0.64,60.4,2.0,0,2.192648955565576,5.970176987129872,1.0125717504472294,True
0.64,60.4,2.0,1,2.2106307149071975,6.260405353634536,2.9102838756635134,True
0.64,60.4,2.0,2,1.747418692767092,2.1468550875034658,-1.8461549951463625,True
0.64,80.2,0.1,0,1.6800289694197994,3.0965796390793208,-2.6259785110974843,True
0.64,80.2,0.1,1,1.6950302460842017,3.0667791392312864,-2.6314910027152245,True
0.64,80.2,0.1,2,2.2877468464734805,6.145180718449898,2.039556055446345,True
0.64,80.2,0.48,0,2.210969757684026,4.450810445133708,0.33317889592851535,True
0.64,80.2,0.48,1,2.049416483188826,3.7852721938380607,0.31233243323380405,True
0.64,80.2,0.48,2,1.7599682832442582,3.1235839110535277,-0.2588218467623706,True
0.64,80.2,0.86,0,2.356962696650555,5.608658298866277,3.061260954453468,True
0.64,80.2,0.86,1,1.9500958476676262,3.7943614687659517,1.4203566791129438,True
0.64,80.2,0.86,2,1.6710792946131763,2.26255349282104,-1.928889207993211,True
0.64,80.2,1.24,0,1.5236737490046375,2.2825653385961906,-4.710245345748475,True
0.64,80.2,1.24,1,2.639440664047589,6.568179974310061,3.1820246958748477,True
0.64,80.2,1.24,2,2.1434142773000113,5.91658895320573,2.026063125623982,True
0.64,80.2,1.62,0,3.1957136122181242,6.727712474146585,1.8326727162954013,True
0.64,80.2,1.62,1,1.938397668994058,2.805745120536156,0.3023562680908533,True
0.64,80.2,1.62,2,2.136499109268827,6.549813606431326,0.6641021346639856,True
0.64,80.2,2.0,0,1.6522354046065824,2.5191127873037926,-3.350551565928995,True
0.64,80.2,2.0,1,2.3207108390084814,6.212178999145125,0.015267247830372081,True
0.64,80.2,2.0,2,3.0387095366483323,7.652262187216305,3.427006220655669,True
0.64,100.0,0.1,0,1.711118496730288,2.8180482139099507,0.8026636281424896,True
0.64,100.0,0.1,1,2.562937702979425,6.860304002328485,4.151489644214485,True
0.64,100.0,0.1,2,1.6162694630487788,2.6651707041441726,-2.1379472380479525,True
0.64,100.0,0.48,0,1.6093394299565547,3.534916762807628,-1.8530089621279826,True
0.64,100.0,0.48,1,1.5204268592385004,2.880453573124109,-3.214410877227221,True
0.64,100.0,0.48,2,1.765581916417895,1.7989131546256296,-2.7837034970375765,True
0.64,100.0,0.86,0,2.2332459413883927,7.1112476457826075,4.527591507077712,True
0.64,100.0,0.86,1,2.494949634284103,8.086972858089066,1.0739563103670378,True
0.64,100.0,0.86,2,1.6917830464772496,4.010670074865666,-4.036265535010999,True
0.64,100.0,1.24,0,1.7339982995481467,4.008914280919158,-1.8165082789227665,True
0.64,100.0,1.24,1,1.7023708902465124,3.7378087988448105,-0.10326294476076477,True
0.64,100.0,1.24,2,1.8848647247909711,3.762472747239258,-0.8577372897009171,True
0.64,100.0,1.62,0,1.994874583687171,4.690973741415229,-1.7911727449489936,True
0.64,100.0,1.62,1,2.3512381452279714,6.94573206536341,0.5443974247872835,True
0.64,100.0,1.62,2,1.6169890444962758,4.504545388912715,-5.703467962349037,True
0.64,100.0,2.0,0,1.981078055788846,3.523973904559389,-0.779208612025646,True
0.64,100.0,2.0,1,2.1706276874218764,4.809129689405316,-0.27132125825458864,True
0.64,100.0,2.0,2,1.6349069184269394,2.3826425249197394,-3.208941127144214,True
0.82,1.0,0.1,0,4.981527346963168,13.487002785121026,14.85660818376498,True
0.82,1.0,0.1,1,2.5051453069563756,7.455034719641548,6.6032623971556825,True
0.82,1.0,0.1,2,4.116724556652164,8.590834061381717,10.994631105520494,True
0.82,1.0,0.48,0,3.4899607893424713,7.547140934428931,13.344282325100743,True
0.82,1.0,0.48,1,5.571064745775896,15.935550698907354,14.518725854647355,True
0.82,1.0,0.48,2,4.449944619969326,12.480081472176348,13.293994022396616,True
0.82,1.0,0.86,0,5.866072079445312,14.747852946150976,16.087532966483284,True
0.82,1.0,0.86,1,3.1824055081316254,5.376036116336445,11.790149607138982,True
0.82,1.0,0.86,2,3.608820320011298,5.773612603298342,14.768686953356978,True
0.82,1.0,1.24,0,4.785674796794673,13.585774828693678,12.493185403781808,True
0.82,1.0,1.24,1,3.7268114617275723,8.258371223136397,15.096809566911435,True
0.82,1.0,1.24,2,2.992721321898584,7.180948594529038,12.61803018562817,True
0.82,1.0,1.62,0,3.1094796024221676,9.604556955008318,9.37435174508987,True
0.82,1.0,1.62,1,4.607930609290855,11.945773897318086,15.573668563476703,True
0.82,1.0,1.62,2,3.3552349906184924,3.700742500485014,13.74186538927958,True
0.82,1.0,2.0,0,2.806274927565015,3.587274900307802,11.627229580906635,True
0.82,1.0,2.0,1,3.1036031162927156,7.573263450617231,9.541605285870586,True
0.82,1.0,2.0,2,4.099233860521518,8.893731895712506,13.70273813510515,True
0.82,20.8,0.1,0,1.9250772263364737,3.9651518110102457,3.5427921195899974,True
0.82,20.8,0.1,1,2.876283534997991,6.492993672103761,6.644499599272948,True
0.82,20.8,0.1,2,2.7853884335181367,8.563995930078528,7.045657628191485,True
0.82,20.8,0.48,0,1.794964447442229,2.3818485418335427,1.8101453055720576,True
0.82,20.8,0.48,1,2.908185135647784,6.910352555722293,5.820766555229468,True
0.82,20.8,0.48,2,2.9530539295578997,8.492504616777051,4.631367002291249,True
0.82,20.8,0.86,0,2.695193705808736,8.52963596701122,5.976185299379308,True
0.82,20.8,0.86,1,2.6977019482217814,7.42103281658553,4.993651983487148,True
0.82,20.8,0.86,2,2.402265141348548,5.684257351109556,2.986703588230922,True
0.82,20.8,1.24,0,2.7338386648733386,5.9860123672176675,7.145072967583272,True
0.82,20.8,1.24,1,1.9788085654898802,2.1312543821948826,3.798007523822888,True
0.82,20.8,1.24,2,2.4854223560407895,6.642419931974366,6.528763703950752,True
0.82,20.8,1.62,0,2.3806028599364883,4.651824284078333,5.705159832288996,True
0.82,20.8,1.62,1,2.4280404137223064,6.165691442088311,4.846100766985825,True
0.82,20.8,1.62,2,2.089221793595894,3.0856233053275055,6.813796914474778,True
0.82,20.8,2.0,0,3.4504459005035546,8.179772207440559,5.194671456512301,True
0.82,20.8,2.0,1,2.6192970766933636,7.259452118382572,5.222659133820526,True
0.82,20.8,2.0,2,2.2701589889470473,4.506720442499709,5.587113166572721,True
0.82,40.6,0.1,0,2.574029176669275,6.456475772607465,4.117313635325846,True
0.82,40.6,0.1,1,1.9747448248584658,4.624165207658445,1.4628002528684962,True
0.82,40.6,0.1,2,1.9215152792811532,2.324676478592398,-0.09879945430193086,True
0.82,40.6,0.48,0,2.7576673581666853,8.008210218243175,5.925555305601416,True
0.82,40.6,0.48,1,3.0689764904203805,9.240068555144427,8.970187904345654,True
0.82,40.6,0.48,2,2.029316389102384,5.8523567461383825,3.429900050673294,True
0.82,40.6,0.86,0,2.2685555702066984,5.588136746382812,4.0668857811789465,True
0.82,40.6,0.86,1,1.636035904951345,2.642587039780117,1.7626716289668674,True
0.82,40.6,0.86,2,2.9797469703169317,8.4351837941332,8.685096043356253,True
0.82,40.6,1.24,0,3.4375510899323536,10.422999875124018,7.8086204661927265,True
0.82,40.6,1.24,1,2.3117048306926438,4.137165810422573,7.27883105794177,True
0.82,40.6,1.24,2,2.0125419850535446,4.705444252509409,3.3182222437875555,True
0.82,40.6,1.62,0,2.0687956821326785,6.090841122746847,2.934467535258022,True
0.82,40.6,1.62,1,2.208153995651222,3.9991121263555427,5.705547647599792,True
0.82,40.6,1.62,2,2.7934344330537852,6.678646467127567,7.2099052116975795,True
0.82,40.6,2.0,0,2.729283629830807,7.88664238507306,5.654622432439246,True
0.82,40.6,2.0,1,2.134399905286793,4.3054251528917495,5.267743084042794,True
0.82,40.6,2.0,2,3.0093188778970785,8.128666829159972,5.841026643473627,True
0.82,60.4,0.1,0,2.8045839495601173,6.872497970352896,3.5762017441580416,True
0.82,60.4,0.1,1,2.732122278794421,7.743517466232064,7.0156379682058105,True
0.82,60.4,0.1,2,1.5520065370579192,2.879140750031446,-0.484329017883144,True
0.82,60.4,0.48,0,2.7871477053333717,7.6536390211151595,6.388477424946566,True
0.82,60.4,0.48,1,2.3900067390230646,6.195139487945584,4.189962892607953,True
0.82,60.4,0.48,2,3.428981654190478,10.574760822340279,5.080928234799047,True
0.82,60.4,0.86,0,3.0775752075977643,8.861852832719554,4.3173815752700815,True
0.82,60.4,0.86,1,3.9104125190613273,10.041253849126228,5.914878061787067,True
0.82,60.4,0.86,2,2.216297608593973,5.357830909660423,3.6606582302189645,True
0.82,60.4,1.24,0,1.918454199342892,3.524596757538057,0.2902304786984214,True
0.82,60.4,1.24,1,1.9491996907650226,4.190646732992372,5.560078069311194,True
0.82,60.4,1.24,2,3.098570055625788,9.608797368084893,2.9597349091201535,True
0.82,60.4,1.62,0,2.308111865831172,6.401178521614056,3.281641032228908,True
0.82,60.4,1.62,1,2.815390931890657,6.481312439498476,5.64014690519351,True
0.82,60.4,1.62,2,2.2617329491642977,6.684030953843618,2.7542869394074008,True
0.82,60.4,2.0,0,2.5119786157219988,7.4163492958548485,2.4522954358730895,True
0.82,60.4,2.0,1,3.192618697669896,7.944057539861583,8.878768812959633,True
0.82,60.4,2.0,2,2.596811165391193,6.75525498285619,5.085416056496496,True
0.82,80.2,0.1,0,1.9298314848600746,3.7003383957801024,3.295726011095744,True
0.82,80.2,0.1,1,1.8204606068164233,3.2354068530131133,-0.4347117407257805,True
0.82,80.2,0.1,2,1.819414858163109,2.4035380679216036,1.8587053245162803,True
0.82,80.2,0.48,0,2.154392279971065,5.095912298945052,4.474419380322602,True
0.82,80.2,0.48,1,2.685393104928579,5.687781896685974,5.516399563391988,True
0.82,80.2,0.48,2,1.7165791655127496,3.175980245185546,2.3026272392239147,True
0.82,80.2,0.86,0,2.9034663581758453,7.182541102453713,5.880735772530516,True
0.82,80.2,0.86,1,3.156532376971868,9.680583684769578,5.043210125213239,True
0.82,80.2,0.86,2,2.0456772863668613,4.9558974513587,3.2123895609665976,True
0.82,80.2,1.24,0,2.285513544100844,4.685437601186472,4.079410803739694,True
0.82,80.2,1.24,1,3.149087407654284,8.348728450777195,4.610349795292962,True
0.82,80.2,1.24,2,1.884142752279345,2.0655946336897144,4.335701626666665,True
0.82,80.2,1.62,0,2.5090092664381696,5.64004367534397,6.04156459862192,True
0.82,80.2,1.62,1,2.328826868796228,4.586934058570124,3.0277575479304577,True
0.82,80.2,1.62,2,2.508057432920639,5.424509478394615,4.366668957256913,True
0.82,80.2,2.0,0,2.304994838434122,6.200482379050161,4.096779461821784,True
0.82,80.2,2.0,1,1.7667965410943918,4.1274560332183725,0.46983171878129215,True
0.82,80.2,2.0,2,3.3783432421205157,9.048850894978543,6.056967339251156,True
0.82,100.0,0.1,0,2.164056790717633,5.35111893788222,1.8200303951098422,True
0.82,100.0,0.1,1,2.4386338953775986,5.243488091360562,6.705709015333594,True
0.82,100.0,0.1,2,1.5720698398029955,2.6771214049281604,0.3237764021401702,True
0.82,100.0,0.48,0,1.8917006348154348,2.4416303716063137,4.843388215112601,True
0.82,100.0,0.48,1,3.198552926917651,8.176222619372588,8.868722203012393,True
0.82,100.0,0.48,2,2.9293166224499987,7.573694100817646,5.392046799517402,True
0.82,100.0,0.86,0,2.1138507122513137,4.897382730958475,3.441396251850051,True
0.82,100.0,0.86,1,3.6080356142410954,10.182603264043903,7.179471955771573,True
0.82,100.0,0.86,2,1.8531643839045822,4.636846266719847,2.1739910827390982,True
0.82,100.0,1.24,0,3.5095361019660434,10.315105305902991,6.554394909902396,True
0.82,100.0,1.24,1,1.7669804887693035,2.274364369575753,0.6361364122359278,True
0.82,100.0,1.24,2,1.9733209704816956,3.198880034378396,3.290862923965619,True
0.82,100.0,1.62,0,2.5338660465367258,7.889895960970287,3.697048250527871,True
0.82,100.0,1.62,1,2.0678535979153447,4.6497011003639015,4.133586092861557,True
0.82,100.0,1.62,2,1.993826543957164,5.65468238189236,3.3238472875616605,True
0.82,100.0,2.0,0,1.8348351314385718,5.192938593651971,1.6626534387616614,True
0.82,100.0,2.0,1,2.4351076106470715,6.302909959168751,2.719790606695176,True
0.82,100.0,2.0,2,2.4408246612506734,5.838538627392413,5.1917464816011565,True
1.0,1.0,0.1,0,6.500907091852755,18.34853783540988,19.962066916635425,True
1.0,1.0,0.1,1,3.9173747354204607,6.175122895256116,18.974084528152627,True
1.0,1.0,0.1,2,4.189575786615383,8.581759896393223,18.447330281339283,True
1.0,1.0,0.48,0,2.6283062972520397,3.153447452175259,13.540756246276652,True
1.0,1.0,0.48,1,3.770464798924223,7.259383839315616,20.955728514519393,True
1.0,1.0,0.48,2,3.8473468664653865,9.104062811353058,16.320373222874885,True
1.0,1.0,0.86,0,2.856036507659252,6.451205083015671,15.433141833584694,True
1.0,1.0,0.86,1,4.431945358179042,9.430303497591803,19.752341844345278,True
1.0,1.0,0.86,2,4.239222707903702,10.284928215044125,17.876884151493538,True
1.0,1.0,1.24,0,3.350596647712629,5.524357969055067,18.077943637506607,True
1.0,1.0,1.24,1,4.508117477878842,11.074893789155082,20.342508309413205,True
1.0,1.0,1.24,2,5.536886954567466,12.838762830693629,20.354784116614717,True
1.0,1.0,1.62,0,3.574906043587822,8.058870582723161,16.77955332399012,True
1.0,1.0,1.62,1,3.1982006303609647,5.866761217513045,16.56264736677386,True
1.0,1.0,1.62,2,4.866123351076265,11.381528118499762,19.59736758583066,True
1.0,1.0,2.0,0,2.7630049487872954,5.044001271388397,15.844579382856702,True
1.0,1.0,2.0,1,4.079036574711298,10.859876745040099,19.432544920579613,True
1.0,1.0,2.0,2,4.164355530626278,11.980073968579596,19.087673423464533,True
1.0,20.8,0.1,0,2.000924289297914,3.548432307799471,7.472508752873652,True
1.0,20.8,0.1,1,2.481799687582074,5.60031350643599,7.253980451110846,True
1.0,20.8,0.1,2,3.16147676667557,7.330950876649997,8.724457352946466,True
1.0,20.8,0.48,0,2.825824505385388,7.282707999651427,7.351605831576157,True
1.0,20.8,0.48,1,2.2132331700988304,3.3733731112731418,8.639052158614255,True
1.0,20.8,0.48,2,2.7354778732647484,6.960268178630101,9.602154280845056,True
1.0,20.8,0.86,0,2.2246894368398697,7.0411292221147335,7.364253701127763,True
1.0,20.8,0.86,1,2.3170399962399735,5.431876352005942,7.859104585517431,True
1.0,20.8,0.86,2,2.9639377825619033,8.167204843756437,8.725883818899927,True
1.0,20.8,1.24,0,2.4703121708206304,5.23272764004526,8.505137014397718,True
1.0,20.8,1.24,1,2.2861105813686518,5.473692431585544,6.464341962259928,True
1.0,20.8,1.24,2,3.1667071115720558,8.713433580292183,10.20152861865199,True
1.0,20.8,1.62,0,2.507842548928042,5.0657451817740355,9.12865606223399,True
1.0,20.8,1.62,1,1.8774630756117006,3.740843802867731,3.6786922973824607,True
1.0,20.8,1.62,2,1.9101518077172548,3.3106590882993903,6.965764175975153,True
1.0,20.8,2.0,0,2.4348066851801478,5.058973968769324,9.942136003162911,True
1.0,20.8,2.0,1,2.6701992150734166,6.095673594798638,10.194699494191191,True
1.0,20.8,2.0,2,1.7650176370260624,2.5344242338593794,3.3257155267207583,True
1.0,40.6,0.1,0,2.3336360728712737,4.991315892570689,5.384728132617656,True
1.0,40.6,0.1,1,2.3454955486630102,5.378238027948846,6.9110845594618775,True
1.0,40.6,0.1,2,2.506083842140201,5.890119071609718,7.720019063928244,True
1.0,40.6,0.48,0,2.834860681149085,7.707043870948231,8.035720305858277,True
1.0,40.6,0.48,1,2.013211850052736,4.389736322577923,4.600851865719588,True
1.0,40.6,0.48,2,3.9204222508253617,10.750186645422858,8.746705311682845,True
1.0,40.6,0.86,0,1.9952454918045759,3.710083577691321,5.830930076074514,True
1.0,40.6,0.86,1,1.7971939428721015,4.129695560319186,8.998071311510246,True
1.0,40.6,0.86,2,3.1376255559983703,9.003994921960045,6.655258771838162,True
1.0,40.6,1.24,0,1.9607478073445181,2.3765534713627456,6.862208218540133,True
1.0,40.6,1.24,1,2.3822777601632383,6.15555666078271,4.991207377918345,True
1.0,40.6,1.24,2,3.3317745816549,9.157771371499125,10.128594996268568,True
1.0,40.6,1.62,0,2.1653511136863997,5.119432934794535,7.2552786895242996,True
1.0,40.6,1.62,1,3.1448238977867486,8.170116150129532,8.310281547644404,True
1.0,40.6,1.62,2,2.140608532015113,3.117076397469885,7.2822462185862165,True
1.0,40.6,2.0,0,2.9311945995602158,8.58598531533869,8.443051060170065,True
1.0,40.6,2.0,1,1.9572707302416916,3.5072753333845257,4.612469448290815,True
1.0,40.6,2.0,2,3.058183377172323,7.908470912613413,9.057827206995997,True
1.0,60.4,0.1,0,1.9405271746746826,5.212151154207783,5.433401160445316,True
1.0,60.4,0.1,1,1.9480465644234501,4.410246112094979,5.895588512420049,True
1.0,60.4,0.1,2,1.9097720694379543,3.674692923765865,5.406831638421936,True
1.0,60.4,0.48,0,2.015905967765992,3.7115311128636295,7.113832148511767,True
1.0,60.4,0.48,1,1.9517534200112119,3.0731264692414233,6.987791430106125,True
1.0,60.4,0.48,2,2.458857863594536,6.4428195071625165,6.514002577675135,True
1.0,60.4,0.86,0,2.538960608776044,7.411731722954487,6.293240159410941,True
1.0,60.4,0.86,1,1.9539283417411448,4.894319426179835,4.6221947643879435,True
1.0,60.4,0.86,2,2.001330937127376,4.28331809759051,4.454097285092649,True
1.0,60.4,1.24,0,2.1894959275532986,5.484589311010666,5.637398494775481,True
1.0,60.4,1.24,1,2.5566436872150424,7.898556158555254,7.320995770462189,True
1.0,60.4,1.24,2,2.281186835334874,5.336867198575317,6.306237736314764,True
1.0,60.4,1.62,0,2.562745920686277,6.11758529140328,7.396347887033169,True
1.0,60.4,1.62,1,1.9191224844639112,4.550311616074127,5.277669771261233,True
1.0,60.4,1.62,2,2.5832601946153444,6.628418257996305,6.1928372756862835,True
1.0,60.4,2.0,0,2.0022731873517916,3.2313075365849113,7.325757701757676,True
1.0,60.4,2.0,1,2.0448880940775744,5.727273757229239,1.8896217688325363,True
1.0,60.4,2.0,2,2.7337227436226823,6.866416747372266,8.906145101743174,True
1.0,80.2,0.1,0,2.8552216296004467,8.169365163659764,5.835551367809154,True
1.0,80.2,0.1,1,1.942239397272637,4.212792798988979,4.916238761099652,True
1.0,80.2,0.1,2,2.150774023097112,6.271361870945571,2.9168950211834423,True
1.0,80.2,0.48,0,2.3458163406546255,6.648655477915781,6.177406473105274,True
1.0,80.2,0.48,1,2.625015258979944,6.75601467933369,6.240089755001565,True
1.0,80.2,0.48,2,1.9768887828192403,4.90735169602727,4.2904752833532775,True
1.0,80.2,0.86,0,2.083408338568676,4.605844357016109,5.5392560130150805,True
1.0,80.2,0.86,1,1.9238787084149935,4.885265703723104,5.219273267857626,True
1.0,80.2,0.86,2,1.771628054354416,3.161061315552599,1.407351524577015,True
1.0,80.2,1.24,0,2.1031874355942817,5.656018767057138,5.15387370604494,True
1.0,80.2,1.24,1,2.621145774088047,7.709031949259409,6.56549511042096,True
1.0,80.2,1.24,2,2.4049739946759363,3.1392673500781227,7.248548298902623,True
1.0,80.2,1.62,0,1.9219276028854648,4.60314464097581,3.760712556792032,True
1.0,80.2,1.62,1,2.4665038759593196,5.640011383907679,7.12593400771705,True
1.0,80.2,1.62,2,2.0656279385241265,3.45908950297,4.938802266780482,True
1.0,80.2,2.0,0,2.0321565450252335,2.993536869524853,5.113646102027052,True
1.0,80.2,2.0,1,1.9546507644689668,4.39148853218488,4.5053710556370525,True
1.0,80.2,2.0,2,2.2679279564059023,6.202631464385754,6.989092777476842,True
1.0,100.0,0.1,0,2.9966456318110968,8.274694145025785,9.368481995493665,True
1.0,100.0,0.1,1,1.9499431997877803,2.2988750542204013,6.1594423176562145,True
1.0,100.0,0.1,2,2.5819155036906913,8.316286088993685,10.721454823566594,True
1.0,100.0,0.48,0,1.8371940639866802,3.308038721120583,5.241186086622947,True
1.0,100.0,0.48,1,1.9658103936765994,3.19003216435682,3.443401981368086,True
1.0,100.0,0.48,2,2.8870177438803637,8.181346248089827,8.309523269208622,True
1.0,100.0,0.86,0,2.0221197377467273,5.642331931791181,5.857670877154516,True
1.0,100.0,0.86,1,3.6133053898186978,9.591911944566014,8.531374675798114,True
1.0,100.0,0.86,2,2.020948370169978,2.776931799489649,7.3537548689158605,True
1.0,100.0,1.24,0,2.475552774675509,5.511690493459407,7.422804205565265,True
1.0,100.0,1.24,1,2.1836877067356695,6.032799083671673,3.499407799299376,True
1.0,100.0,1.24,2,2.1405612982501827,3.689618207535036,6.756238652714786,True
1.0,100.0,1.62,0,1.7512406271491678,3.90163912771131,4.4507803474089265,True
1.0,100.0,1.62,1,2.1793500859597486,4.196108457340267,7.002401231738943,True
1.0,100.0,1.62,2,2.4342286534116773,5.027902371515527,7.953218407534297,True
1.0,100.0,2.0,0,2.8081708664905034,6.327784471616325,8.17025355383712,True
1.0,100.0,2.0,1,2.682842799180153,6.3826404882181365,8.64285736129393,True
1.0,100.0,2.0,2,2.8364132985365806,7.5363882186059765,8.55045413152575,True
